<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20210407,1845,224.2700000,224.2700000,224.2700000,224.2700000,959090
GAZP,5,20210407,1900,224.3000000,224.3000000,224.3000000,224.3000000,5500
GAZP,5,20210407,1905,224.4200000,224.5900000,224.0700000,224.1500000,100080
GAZP,5,20210407,1910,224.0700000,224.1700000,224.0500000,224.0600000,31610
GAZP,5,20210407,1915,224.1300000,224.1300000,224.0000000,224.0200000,65570
GAZP,5,20210407,1920,224.0200000,224.1800000,224.0000000,224.1400000,15040
GAZP,5,20210407,1925,224.1500000,224.2900000,224.1100000,224.1100000,26110
GAZP,5,20210407,1930,224.1700000,224.2300000,224.1000000,224.2300000,35740
GAZP,5,20210407,1935,224.1800000,224.2500000,224.1200000,224.2200000,20900
GAZP,5,20210407,1940,224.2300000,224.3000000,224.1200000,224.1300000,9310
GAZP,5,20210407,1945,224.2200000,224.2800000,224.1200000,224.1200000,30430
GAZP,5,20210407,1950,224.1100000,224.2500000,224.0500000,224.1300000,18510
GAZP,5,20210407,1955,224.1300000,224.2800000,224.0700000,224.2000000,8740
GAZP,5,20210407,2000,224.2000000,224.3500000,224.2000000,224.3200000,9500
GAZP,5,20210407,2005,224.3200000,224.4900000,224.3200000,224.4600000,10670
GAZP,5,20210407,2010,224.4600000,224.5700000,224.4400000,224.5700000,12740
GAZP,5,20210407,2015,224.5700000,224.6700000,224.4400000,224.4500000,11010
GAZP,5,20210407,2020,224.4500000,224.4500000,224.3800000,224.3800000,11350
GAZP,5,20210407,2025,224.4200000,224.4300000,224.3600000,224.3900000,9080
GAZP,5,20210407,2030,224.3800000,224.4400000,224.3800000,224.4100000,12920
GAZP,5,20210407,2035,224.4200000,224.6300000,224.4200000,224.6200000,10080
GAZP,5,20210407,2040,224.6300000,224.6400000,224.5500000,224.6300000,4270
GAZP,5,20210407,2045,224.5800000,224.6500000,224.5700000,224.6100000,16570
GAZP,5,20210407,2050,224.6100000,224.6500000,224.5000000,224.6000000,23730
GAZP,5,20210407,2055,224.5900000,224.6300000,224.5000000,224.5200000,13780
GAZP,5,20210407,2100,224.5300000,224.5900000,224.5200000,224.5600000,7140
GAZP,5,20210407,2105,224.5200000,224.5500000,224.3200000,224.3700000,15660
GAZP,5,20210407,2110,224.3300000,224.4600000,224.3200000,224.3800000,14000
GAZP,5,20210407,2115,224.4000000,224.4700000,224.2500000,224.3500000,30340
GAZP,5,20210407,2120,224.2800000,224.3200000,224.1300000,224.3200000,21140
GAZP,5,20210407,2125,224.3200000,224.5900000,224.3000000,224.4300000,18560
GAZP,5,20210407,2130,224.3500000,224.5400000,224.3500000,224.5400000,3800
GAZP,5,20210407,2135,224.5100000,224.6400000,224.5100000,224.5900000,11350
GAZP,5,20210407,2140,224.6000000,224.6400000,224.5600000,224.6300000,8740
GAZP,5,20210407,2145,224.6000000,224.6700000,224.5900000,224.6700000,45920
GAZP,5,20210407,2150,224.6100000,224.7700000,224.6100000,224.7300000,26490
GAZP,5,20210407,2155,224.7300000,224.7900000,224.5700000,224.6000000,9130
GAZP,5,20210407,2200,224.5900000,224.6800000,224.5800000,224.6800000,10190
GAZP,5,20210407,2205,224.6800000,224.6800000,224.3300000,224.3300000,39860
GAZP,5,20210407,2210,224.4000000,224.4500000,224.3200000,224.3200000,19760
GAZP,5,20210407,2215,224.3200000,224.4900000,224.3200000,224.3900000,24650
GAZP,5,20210407,2220,224.3900000,224.6300000,224.3900000,224.6200000,9630
GAZP,5,20210407,2225,224.6500000,224.6900000,224.5000000,224.5300000,7330
GAZP,5,20210407,2230,224.6000000,224.6300000,224.4800000,224.5900000,16100
GAZP,5,20210407,2235,224.5900000,224.7000000,224.5200000,224.7000000,5340
GAZP,5,20210407,2240,224.7000000,224.7300000,224.5500000,224.5900000,1610
GAZP,5,20210407,2245,224.5900000,224.6800000,224.5900000,224.6800000,1660
GAZP,5,20210407,2250,224.6800000,224.7500000,224.6100000,224.7200000,2860
GAZP,5,20210407,2255,224.7200000,224.7900000,224.7200000,224.7800000,11180
GAZP,5,20210407,2300,224.7500000,224.7600000,224.7000000,224.7300000,3740
GAZP,5,20210407,2305,224.7300000,224.7600000,224.7300000,224.7600000,6600
GAZP,5,20210407,2310,224.7600000,224.8000000,224.7400000,224.8000000,13130
GAZP,5,20210407,2315,224.8200000,224.8400000,224.8000000,224.8300000,7150
GAZP,5,20210407,2320,224.8200000,224.8300000,224.5300000,224.5300000,22760
GAZP,5,20210407,2325,224.5300000,224.6100000,224.5100000,224.5200000,9110
GAZP,5,20210407,2330,224.6000000,224.6300000,224.5200000,224.6300000,2040
GAZP,5,20210407,2335,224.6800000,224.7800000,224.5500000,224.7700000,4190
GAZP,5,20210407,2340,224.7700000,224.7700000,224.6700000,224.7000000,2530
GAZP,5,20210407,2345,224.7000000,224.7400000,224.5100000,224.5100000,25630
GAZP,5,20210408,1000,224.8400000,225.4600000,224.8400000,225.2600000,572900
GAZP,5,20210408,1005,225.2400000,225.6100000,225.1700000,225.6100000,380310
GAZP,5,20210408,1010,225.6100000,226.2200000,225.5000000,225.9500000,607340
GAZP,5,20210408,1015,225.8500000,225.9900000,225.4200000,225.7000000,577740
GAZP,5,20210408,1020,225.7000000,226.2100000,225.7000000,225.9000000,502400
GAZP,5,20210408,1025,225.9100000,226.3000000,225.8100000,226.0300000,803970
GAZP,5,20210408,1030,226.0500000,226.0500000,225.3700000,225.4400000,276630
GAZP,5,20210408,1035,225.4600000,225.5000000,225.0100000,225.1700000,355100
GAZP,5,20210408,1040,225.1400000,225.5400000,225.1000000,225.5400000,142470
GAZP,5,20210408,1045,225.5400000,225.5600000,225.2200000,225.4500000,71130
GAZP,5,20210408,1050,225.4500000,225.7200000,225.3700000,225.7000000,237950
GAZP,5,20210408,1055,225.7100000,225.9500000,225.5600000,225.5600000,187760
GAZP,5,20210408,1100,225.5900000,225.6100000,224.9000000,225.0100000,585430
GAZP,5,20210408,1105,225.0100000,225.1700000,224.9000000,224.9100000,150530
GAZP,5,20210408,1110,224.9500000,225.0900000,224.7800000,224.9300000,219370
GAZP,5,20210408,1115,224.8900000,224.9800000,224.6900000,224.8000000,147160
GAZP,5,20210408,1120,224.7500000,225.2200000,224.7200000,225.1800000,60530
GAZP,5,20210408,1125,225.1700000,225.3500000,225.0500000,225.1600000,136150
GAZP,5,20210408,1130,225.1100000,225.4300000,225.0900000,225.2800000,51110
GAZP,5,20210408,1135,225.3300000,225.5500000,225.2200000,225.4700000,90610
GAZP,5,20210408,1140,225.4700000,225.4900000,225.1800000,225.3000000,85060
GAZP,5,20210408,1145,225.2800000,225.3400000,225.1700000,225.3100000,135380
GAZP,5,20210408,1150,225.3100000,225.3100000,225.0600000,225.1200000,61710
GAZP,5,20210408,1155,225.1200000,225.2400000,225.0000000,225.0000000,214250
GAZP,5,20210408,1200,225.0000000,225.5000000,225.0000000,225.3700000,93370
GAZP,5,20210408,1205,225.3500000,225.4000000,225.2300000,225.3100000,66410
GAZP,5,20210408,1210,225.2900000,225.3800000,224.7800000,224.7900000,212760
GAZP,5,20210408,1215,224.8700000,224.9200000,224.6400000,224.8900000,135280
GAZP,5,20210408,1220,224.8800000,225.1900000,224.8600000,225.0000000,98770
GAZP,5,20210408,1225,224.9700000,224.9700000,224.5100000,224.6000000,130940
GAZP,5,20210408,1230,224.6000000,224.7500000,224.4000000,224.6200000,268490
GAZP,5,20210408,1235,224.5400000,224.7000000,224.4300000,224.4900000,83890
GAZP,5,20210408,1240,224.4900000,224.4900000,224.2100000,224.2200000,156580
GAZP,5,20210408,1245,224.2100000,224.3000000,224.0300000,224.3000000,162170
GAZP,5,20210408,1250,224.3000000,224.3600000,224.2100000,224.2400000,103500
GAZP,5,20210408,1255,224.2400000,224.2400000,224.0100000,224.2100000,100520
GAZP,5,20210408,1300,224.1700000,224.4100000,224.1700000,224.3500000,66500
GAZP,5,20210408,1305,224.3200000,224.3300000,224.1300000,224.2200000,55410
GAZP,5,20210408,1310,224.2400000,224.5000000,224.1800000,224.5000000,76470
GAZP,5,20210408,1315,224.4600000,224.5000000,224.2900000,224.3600000,33780
GAZP,5,20210408,1320,224.3400000,224.3400000,224.2000000,224.3400000,43690
GAZP,5,20210408,1325,224.2900000,224.4400000,224.1500000,224.2100000,78160
GAZP,5,20210408,1330,224.2100000,224.2100000,224.0200000,224.0400000,56720
GAZP,5,20210408,1335,224.0400000,224.4100000,224.0200000,224.3500000,68050
GAZP,5,20210408,1340,224.3500000,224.4300000,224.2900000,224.4300000,20240
GAZP,5,20210408,1345,224.4000000,224.4100000,224.1800000,224.2500000,63750
GAZP,5,20210408,1350,224.2900000,224.2900000,224.0100000,224.0400000,74510
GAZP,5,20210408,1355,224.0400000,224.0400000,223.8800000,223.9300000,430830
GAZP,5,20210408,1400,223.9300000,224.0100000,223.6900000,223.9500000,181320
GAZP,5,20210408,1405,223.9500000,224.2900000,223.8600000,224.1300000,92100
GAZP,5,20210408,1410,224.1200000,224.2500000,223.9000000,224.1000000,294150
GAZP,5,20210408,1415,224.1000000,224.2300000,224.0300000,224.1900000,78200
GAZP,5,20210408,1420,224.1800000,224.2800000,223.9400000,224.0000000,149630
GAZP,5,20210408,1425,224.0000000,224.0100000,223.9300000,224.0100000,40270
GAZP,5,20210408,1430,224.0100000,224.0100000,223.8700000,223.8800000,42440
GAZP,5,20210408,1435,223.9100000,224.0200000,223.6000000,223.9400000,147890
GAZP,5,20210408,1440,223.9800000,224.2000000,223.8500000,223.8900000,105690
GAZP,5,20210408,1445,223.9200000,223.9200000,223.6400000,223.8100000,161920
GAZP,5,20210408,1450,223.7800000,223.8700000,223.7200000,223.8600000,55370
GAZP,5,20210408,1455,223.8000000,223.8400000,223.6000000,223.7000000,136910
GAZP,5,20210408,1500,223.6900000,223.9000000,223.3500000,223.9000000,467400
GAZP,5,20210408,1505,223.9000000,224.1200000,223.8400000,223.9900000,260590
GAZP,5,20210408,1510,223.9900000,223.9900000,223.5500000,223.6900000,127850
GAZP,5,20210408,1515,223.6800000,223.9300000,223.5500000,223.9100000,70040
GAZP,5,20210408,1520,223.9100000,224.1900000,223.9100000,224.1000000,187140
GAZP,5,20210408,1525,224.0600000,224.1000000,224.0000000,224.0500000,97300
GAZP,5,20210408,1530,224.0600000,224.4400000,224.0600000,224.2500000,127780
GAZP,5,20210408,1535,224.2500000,224.2800000,224.1000000,224.2200000,35030
GAZP,5,20210408,1540,224.2400000,224.2400000,224.0000000,224.0600000,71400
GAZP,5,20210408,1545,224.0100000,224.3400000,224.0100000,224.2500000,82290
GAZP,5,20210408,1550,224.2500000,224.2500000,224.0700000,224.0700000,20660
GAZP,5,20210408,1555,224.0700000,224.3200000,224.0500000,224.0900000,72080
GAZP,5,20210408,1600,224.1500000,224.2000000,224.0000000,224.2000000,97410
GAZP,5,20210408,1605,224.1200000,224.1600000,224.0000000,224.1000000,39300
GAZP,5,20210408,1610,224.1000000,224.3800000,224.0800000,224.3400000,59120
GAZP,5,20210408,1615,224.3400000,224.4000000,224.2400000,224.3300000,39740
GAZP,5,20210408,1620,224.3300000,224.3900000,224.2300000,224.2800000,50230
GAZP,5,20210408,1625,224.3200000,224.3200000,224.0400000,224.0700000,35850
GAZP,5,20210408,1630,224.0700000,224.1200000,224.0000000,224.0600000,233080
GAZP,5,20210408,1635,224.0500000,224.3300000,224.0000000,224.2500000,233780
GAZP,5,20210408,1640,224.3000000,224.3400000,223.7300000,223.7300000,260410
GAZP,5,20210408,1645,223.7400000,223.7600000,223.5000000,223.5100000,367830
GAZP,5,20210408,1650,223.5000000,223.7900000,223.4500000,223.6000000,193550
GAZP,5,20210408,1655,223.6000000,223.8300000,223.3000000,223.5100000,209830
GAZP,5,20210408,1700,223.5800000,223.8200000,223.5400000,223.8200000,163520
GAZP,5,20210408,1705,223.8200000,223.8500000,223.5800000,223.7800000,209560
GAZP,5,20210408,1710,223.7800000,223.8500000,223.4500000,223.5000000,147180
GAZP,5,20210408,1715,223.5000000,223.5300000,223.0200000,223.0900000,338220
GAZP,5,20210408,1720,223.1500000,223.1900000,223.0200000,223.1800000,124740
GAZP,5,20210408,1725,223.1000000,223.2600000,223.0600000,223.2200000,188070
GAZP,5,20210408,1730,223.2500000,223.4900000,223.1600000,223.4900000,90920
GAZP,5,20210408,1735,223.4900000,223.6200000,223.2700000,223.3000000,163030
GAZP,5,20210408,1740,223.3000000,223.3700000,223.1200000,223.1700000,126380
GAZP,5,20210408,1745,223.1800000,223.2000000,222.8800000,223.1700000,535060
GAZP,5,20210408,1750,223.1700000,223.1700000,222.9800000,223.1600000,91280
GAZP,5,20210408,1755,223.1600000,223.3800000,223.1200000,223.2400000,68430
GAZP,5,20210408,1800,223.2400000,223.4500000,223.2300000,223.3600000,87590
GAZP,5,20210408,1805,223.3600000,223.4500000,223.3100000,223.3300000,39450
GAZP,5,20210408,1810,223.3300000,223.4600000,223.3000000,223.4300000,79690
GAZP,5,20210408,1815,223.4300000,223.4900000,223.1500000,223.2100000,83050
GAZP,5,20210408,1820,223.2100000,223.4500000,223.2100000,223.3000000,117220
GAZP,5,20210408,1825,223.3000000,223.4500000,223.2100000,223.3300000,98180
GAZP,5,20210408,1830,223.3100000,223.7000000,223.3100000,223.6700000,126890
GAZP,5,20210408,1835,223.7000000,223.9200000,223.6400000,223.7600000,132870
GAZP,5,20210408,1845,223.9500000,223.9500000,223.9500000,223.9500000,902340
GAZP,5,20210408,1900,223.9500000,223.9500000,223.9500000,223.9500000,2430
GAZP,5,20210408,1905,223.9400000,224.3900000,223.7300000,224.3900000,108100
GAZP,5,20210408,1910,224.3800000,224.4000000,224.0000000,224.2300000,83970
GAZP,5,20210408,1915,224.1400000,224.4400000,224.0700000,224.3000000,98110
GAZP,5,20210408,1920,224.3000000,224.3100000,223.9500000,224.0300000,57460
GAZP,5,20210408,1925,224.0500000,224.0500000,223.7600000,223.7600000,41150
GAZP,5,20210408,1930,223.8100000,224.0000000,223.7900000,223.9900000,16430
GAZP,5,20210408,1935,223.9900000,224.1700000,223.9800000,224.0700000,46180
GAZP,5,20210408,1940,224.1600000,224.1700000,223.8800000,223.9000000,11500
GAZP,5,20210408,1945,223.9000000,224.1000000,223.8900000,224.1000000,18240
GAZP,5,20210408,1950,224.0500000,224.2900000,224.0500000,224.0900000,51530
GAZP,5,20210408,1955,224.1500000,224.3000000,224.1000000,224.2500000,21810
GAZP,5,20210408,2000,224.3000000,224.3400000,224.1900000,224.3200000,33370
GAZP,5,20210408,2005,224.3200000,224.3300000,224.0000000,224.0800000,38640
GAZP,5,20210408,2010,224.0800000,224.0900000,224.0200000,224.0400000,5100
GAZP,5,20210408,2015,224.0300000,224.1500000,224.0300000,224.1400000,2790
GAZP,5,20210408,2020,224.1000000,224.1500000,224.0400000,224.1400000,26290
GAZP,5,20210408,2025,224.1000000,224.1400000,224.0500000,224.1200000,690
GAZP,5,20210408,2030,224.1200000,224.1300000,224.0300000,224.0500000,7670
GAZP,5,20210408,2035,224.1000000,224.1200000,224.0000000,224.0000000,15700
GAZP,5,20210408,2040,224.0300000,224.0300000,223.8800000,223.9000000,10120
GAZP,5,20210408,2045,223.9900000,224.0500000,223.9200000,224.0500000,7340
GAZP,5,20210408,2050,224.0500000,224.0500000,223.9000000,223.9000000,8630
GAZP,5,20210408,2055,223.9100000,223.9900000,223.8700000,223.9500000,10350
GAZP,5,20210408,2100,223.8700000,223.9500000,223.8000000,223.9000000,28960
GAZP,5,20210408,2105,223.9000000,223.9500000,223.8200000,223.8700000,65450
GAZP,5,20210408,2110,223.9300000,223.9900000,223.9100000,223.9900000,16250
GAZP,5,20210408,2115,223.9900000,223.9900000,223.8500000,223.9400000,10220
GAZP,5,20210408,2120,223.9400000,223.9500000,223.8400000,223.8600000,6700
GAZP,5,20210408,2125,223.8600000,224.0000000,223.8600000,223.9100000,7210
GAZP,5,20210408,2130,223.9700000,224.0000000,223.9000000,224.0000000,8210
GAZP,5,20210408,2135,224.0000000,224.0700000,223.9000000,224.0400000,37140
GAZP,5,20210408,2140,224.0400000,224.0500000,223.9100000,223.9900000,22340
GAZP,5,20210408,2145,223.9500000,224.0900000,223.9000000,224.0900000,8430
GAZP,5,20210408,2150,224.0900000,224.1100000,223.9700000,224.1000000,10630
GAZP,5,20210408,2155,224.1000000,224.1500000,224.0000000,224.0900000,19180
GAZP,5,20210408,2200,224.0800000,224.1000000,223.9300000,223.9800000,7190
GAZP,5,20210408,2205,223.9600000,224.0900000,223.9600000,223.9900000,2840
GAZP,5,20210408,2210,224.0700000,224.1200000,223.9500000,223.9800000,14100
GAZP,5,20210408,2215,224.0500000,224.1400000,224.0100000,224.1400000,3670
GAZP,5,20210408,2220,224.1400000,224.1400000,224.0000000,224.0900000,4930
GAZP,5,20210408,2225,224.0900000,224.0900000,223.9600000,224.0600000,8960
GAZP,5,20210408,2230,224.0700000,224.1000000,224.0600000,224.1000000,19000
GAZP,5,20210408,2235,224.0700000,224.1000000,223.9500000,224.0300000,71270
GAZP,5,20210408,2240,224.0000000,224.0800000,223.9500000,224.0600000,7270
GAZP,5,20210408,2245,224.0800000,224.0900000,223.9700000,224.0800000,14630
GAZP,5,20210408,2250,224.0700000,224.0800000,224.0100000,224.0700000,2550
GAZP,5,20210408,2255,224.0100000,224.1000000,223.9500000,224.0000000,10970
GAZP,5,20210408,2300,224.0200000,224.0700000,223.9100000,223.9100000,10100
GAZP,5,20210408,2305,223.9500000,224.0800000,223.9200000,224.0600000,7910
GAZP,5,20210408,2310,224.0800000,224.0900000,224.0200000,224.0800000,490
GAZP,5,20210408,2315,224.0800000,224.0900000,224.0000000,224.0900000,6620
GAZP,5,20210408,2320,224.0100000,224.0900000,224.0000000,224.0100000,10690
GAZP,5,20210408,2325,224.0100000,224.1200000,224.0000000,224.1000000,6040
GAZP,5,20210408,2330,224.1000000,224.1800000,224.1000000,224.1800000,3900
GAZP,5,20210408,2335,224.1800000,224.2000000,224.0600000,224.0900000,8240
GAZP,5,20210408,2340,224.0800000,224.2000000,224.0300000,224.2000000,27540
GAZP,5,20210408,2345,224.1600000,224.3300000,224.1600000,224.3000000,33930
GAZP,5,20210409,1000,224.1700000,224.3000000,223.0000000,223.6700000,875660
GAZP,5,20210409,1005,223.7100000,223.8300000,223.2900000,223.6400000,793480
GAZP,5,20210409,1010,223.7100000,223.8800000,223.5000000,223.7600000,232420
GAZP,5,20210409,1015,223.8000000,224.0800000,223.6600000,223.7000000,213050
GAZP,5,20210409,1020,223.6600000,223.8900000,223.3800000,223.7800000,171760
GAZP,5,20210409,1025,223.7800000,223.9000000,223.4500000,223.5800000,88580
GAZP,5,20210409,1030,223.5600000,223.6300000,223.1000000,223.2800000,239380
GAZP,5,20210409,1035,223.2700000,223.3200000,222.8400000,222.9400000,338380
GAZP,5,20210409,1040,222.9400000,223.0000000,222.7500000,222.8400000,192450
GAZP,5,20210409,1045,222.8000000,223.1700000,222.7000000,222.8800000,245120
GAZP,5,20210409,1050,222.8600000,223.1000000,222.5300000,222.7400000,535180
GAZP,5,20210409,1055,222.7400000,222.8000000,222.5700000,222.6500000,160710
GAZP,5,20210409,1100,222.6600000,223.1300000,222.4200000,223.0000000,489750
GAZP,5,20210409,1105,223.0000000,223.4000000,222.9000000,223.0200000,254080
GAZP,5,20210409,1110,223.0100000,223.1700000,222.8800000,222.9500000,306630
GAZP,5,20210409,1115,222.8700000,223.0000000,222.7500000,223.0000000,91910
GAZP,5,20210409,1120,222.9600000,223.1600000,222.8700000,223.0600000,67430
GAZP,5,20210409,1125,223.0600000,223.3400000,222.9700000,223.3400000,124300
GAZP,5,20210409,1130,223.2300000,223.3100000,222.9000000,223.0000000,129450
GAZP,5,20210409,1135,222.9700000,223.0600000,222.8500000,222.8900000,107780
GAZP,5,20210409,1140,222.9000000,223.0200000,222.8200000,222.9700000,64040
GAZP,5,20210409,1145,222.9800000,223.1000000,222.9600000,223.0000000,54080
GAZP,5,20210409,1150,223.0000000,223.0800000,222.8800000,222.8800000,92860
GAZP,5,20210409,1155,222.8700000,223.0700000,222.8600000,222.9300000,46250
GAZP,5,20210409,1200,222.9300000,223.0800000,222.8900000,222.9400000,47880
GAZP,5,20210409,1205,223.0000000,223.1100000,222.9000000,223.0600000,143020
GAZP,5,20210409,1210,223.0700000,223.3800000,223.0000000,223.1700000,176360
GAZP,5,20210409,1215,223.1100000,223.1500000,222.9000000,223.0300000,67200
GAZP,5,20210409,1220,223.0800000,223.0800000,222.9000000,223.0600000,78480
GAZP,5,20210409,1225,223.0000000,223.0500000,222.8000000,222.8000000,72510
GAZP,5,20210409,1230,222.8500000,222.9500000,222.8000000,222.9200000,27840
GAZP,5,20210409,1235,222.8800000,222.9500000,222.8400000,222.9000000,29190
GAZP,5,20210409,1240,222.9400000,222.9400000,222.7600000,222.7700000,58800
GAZP,5,20210409,1245,222.7900000,222.9500000,222.7700000,222.9200000,39140
GAZP,5,20210409,1250,222.9500000,222.9500000,222.7800000,222.9200000,81660
GAZP,5,20210409,1255,222.9200000,223.0900000,222.9100000,222.9700000,109370
GAZP,5,20210409,1300,222.9700000,223.0100000,222.7600000,223.0000000,134440
GAZP,5,20210409,1305,223.0000000,223.1600000,222.9900000,223.0800000,87050
GAZP,5,20210409,1310,223.0600000,223.1000000,222.9000000,222.9000000,250910
GAZP,5,20210409,1315,222.8900000,222.9800000,222.7800000,222.9400000,97410
GAZP,5,20210409,1320,222.9700000,222.9900000,222.6100000,222.6300000,151780
GAZP,5,20210409,1325,222.6500000,222.6600000,222.3900000,222.6000000,420860
GAZP,5,20210409,1330,222.6000000,222.7300000,222.4000000,222.7300000,176560
GAZP,5,20210409,1335,222.6800000,222.9700000,222.6800000,222.8900000,219590
GAZP,5,20210409,1340,222.8600000,222.9400000,222.7300000,222.8300000,105300
GAZP,5,20210409,1345,222.8000000,222.9600000,222.6100000,222.7100000,326440
GAZP,5,20210409,1350,222.6800000,222.7400000,222.5400000,222.6700000,145930
GAZP,5,20210409,1355,222.6900000,222.7300000,222.4600000,222.6100000,295280
GAZP,5,20210409,1400,222.6000000,222.6700000,222.5000000,222.5200000,83110
GAZP,5,20210409,1405,222.4900000,222.5800000,221.6700000,221.9900000,1246490
GAZP,5,20210409,1410,221.9200000,222.0100000,221.6700000,221.7000000,234900
GAZP,5,20210409,1415,221.7000000,221.8200000,221.5800000,221.7300000,341260
GAZP,5,20210409,1420,221.7900000,221.8800000,221.5600000,221.5600000,243510
GAZP,5,20210409,1425,221.5900000,222.0900000,221.4800000,222.0700000,558470
GAZP,5,20210409,1430,222.0600000,222.2500000,221.9600000,222.1000000,184640
GAZP,5,20210409,1435,222.1000000,222.1700000,221.9100000,221.9700000,144690
GAZP,5,20210409,1440,221.9900000,222.1200000,221.8400000,221.9700000,171990
GAZP,5,20210409,1445,221.9300000,222.1000000,221.8400000,222.1000000,145240
GAZP,5,20210409,1450,222.1000000,222.3300000,222.0200000,222.2600000,105140
GAZP,5,20210409,1455,222.3100000,222.3300000,222.1200000,222.2300000,123290
GAZP,5,20210409,1500,222.2700000,222.6800000,222.1500000,222.5700000,249850
GAZP,5,20210409,1505,222.4900000,222.8000000,222.4000000,222.4000000,375080
GAZP,5,20210409,1510,222.4600000,222.4900000,222.1100000,222.2000000,139460
GAZP,5,20210409,1515,222.2000000,222.3800000,222.1600000,222.3400000,41100
GAZP,5,20210409,1520,222.2700000,222.3100000,222.0700000,222.1300000,123840
GAZP,5,20210409,1525,222.1900000,222.3300000,222.0900000,222.2700000,37790
GAZP,5,20210409,1530,222.3100000,222.4800000,222.2200000,222.3000000,112590
GAZP,5,20210409,1535,222.3400000,222.3500000,222.2800000,222.3400000,19950
GAZP,5,20210409,1540,222.3400000,222.4300000,222.1100000,222.2500000,99360
GAZP,5,20210409,1545,222.1400000,222.2600000,221.8400000,222.0100000,197460
GAZP,5,20210409,1550,221.9600000,222.0800000,221.7800000,221.8000000,86360
GAZP,5,20210409,1555,221.8600000,222.1000000,221.8000000,221.9000000,99830
GAZP,5,20210409,1600,221.9000000,222.0300000,221.8100000,222.0300000,68450
GAZP,5,20210409,1605,221.9300000,222.1500000,221.8000000,221.9600000,198520
GAZP,5,20210409,1610,222.0000000,222.1100000,221.9000000,222.0300000,115630
GAZP,5,20210409,1615,222.0900000,222.1700000,222.0200000,222.1700000,26610
GAZP,5,20210409,1620,222.1300000,222.1800000,222.0400000,222.0800000,29450
GAZP,5,20210409,1625,222.1500000,222.3600000,222.1000000,222.2100000,81160
GAZP,5,20210409,1630,222.2100000,222.2700000,221.9500000,222.0300000,119500
GAZP,5,20210409,1635,222.0300000,222.0700000,221.9500000,222.0600000,42220
GAZP,5,20210409,1640,222.0700000,222.2600000,222.0000000,222.1500000,176330
GAZP,5,20210409,1645,222.1600000,222.2000000,222.0100000,222.0900000,47370
GAZP,5,20210409,1650,222.0900000,222.2900000,222.0500000,222.2100000,169370
GAZP,5,20210409,1655,222.2100000,222.3100000,222.2100000,222.3100000,63310
GAZP,5,20210409,1700,222.3100000,222.3900000,222.0200000,222.1200000,187550
GAZP,5,20210409,1705,222.1100000,222.2300000,222.0000000,222.0900000,81560
GAZP,5,20210409,1710,222.0500000,222.1800000,221.9100000,222.1600000,222870
GAZP,5,20210409,1715,222.1700000,222.2000000,221.8900000,221.9000000,177910
GAZP,5,20210409,1720,221.8900000,222.1400000,221.8700000,222.0100000,113230
GAZP,5,20210409,1725,222.0400000,222.1900000,222.0000000,222.1600000,72190
GAZP,5,20210409,1730,222.1400000,222.1600000,222.0000000,222.0200000,94640
GAZP,5,20210409,1735,222.0700000,222.1100000,222.0000000,222.0800000,53810
GAZP,5,20210409,1740,222.0800000,222.2100000,222.0200000,222.1700000,59630
GAZP,5,20210409,1745,222.1500000,222.1800000,222.0100000,222.0800000,55150
GAZP,5,20210409,1750,222.0700000,222.2200000,222.0500000,222.1300000,47140
GAZP,5,20210409,1755,222.1300000,222.1300000,221.6300000,221.7300000,722050
GAZP,5,20210409,1800,221.7600000,221.9200000,221.6800000,221.8100000,215260
GAZP,5,20210409,1805,221.8400000,221.8700000,221.6800000,221.7700000,203340
GAZP,5,20210409,1810,221.7700000,221.9400000,221.7000000,221.8300000,112710
GAZP,5,20210409,1815,221.7500000,221.9300000,221.7500000,221.8800000,92960
GAZP,5,20210409,1820,221.8700000,221.9500000,221.7900000,221.8600000,96220
GAZP,5,20210409,1825,221.8600000,221.8700000,221.6800000,221.7600000,224090
GAZP,5,20210409,1830,221.8000000,222.0800000,221.7300000,221.9200000,183160
GAZP,5,20210409,1835,221.8800000,222.0700000,221.7700000,221.8200000,208580
GAZP,5,20210409,1845,221.7000000,221.7000000,221.7000000,221.7000000,1074410
GAZP,5,20210409,1900,221.7000000,221.7000000,221.7000000,221.7000000,1810
GAZP,5,20210409,1905,221.9000000,222.0400000,221.7500000,221.9700000,52290
GAZP,5,20210409,1910,221.9900000,221.9900000,221.8400000,221.9200000,16440
GAZP,5,20210409,1915,221.9200000,221.9900000,221.8900000,221.9100000,13520
GAZP,5,20210409,1920,221.9900000,221.9900000,221.9100000,221.9900000,16900
GAZP,5,20210409,1925,221.9900000,221.9900000,221.9200000,221.9900000,11880
GAZP,5,20210409,1930,221.9900000,222.0300000,221.9500000,221.9900000,43570
GAZP,5,20210409,1935,221.9900000,222.0000000,221.9600000,221.9900000,12850
GAZP,5,20210409,1940,221.9900000,221.9900000,221.9000000,221.9800000,32380
GAZP,5,20210409,1945,221.9800000,222.1200000,221.9000000,222.1000000,52290
GAZP,5,20210409,1950,222.1000000,222.1400000,222.0500000,222.1400000,10510
GAZP,5,20210409,1955,222.1100000,222.1900000,222.1100000,222.1500000,20190
GAZP,5,20210409,2000,222.1500000,222.3700000,222.1500000,222.2800000,44140
